InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalPurchaseValue,ProductCategory,Country
INV002049,CUST0119,2024-02-01 09:39:00,5,89.07,445.35,Home & Kitchen,United Kingdom
INV002653,CUST0070,2024-02-01 21:17:00,10,200.74,2007.4,Clothing,United Kingdom
INV000281,CUST0096,2024-02-02 04:47:00,1,106.43,106.43,Home & Kitchen,Spain
INV002587,CUST0202,2024-02-02 23:47:00,1,43.98,43.98,Clothing,United Kingdom
INV001001,CUST0155,2024-02-02 23:47:00,8,214.52,1716.16,Clothing,United Kingdom
INV001624,CUST0229,2024-02-03 03:52:00,1,107.04,107.04,Clothing,United Kingdom
INV001417,CUST0148,2024-02-03 05:01:00,2,62.36,124.72,Beauty,United Kingdom
INV002763,CUST0180,2024-02-03 05:49:00,1,44.97,44.97,Beauty,United Kingdom
INV001963,CUST0206,2024-02-03 05:51:00,1,37.09,37.09,Electronics,Germany
INV002307,CUST0050,2024-02-03 15:00:00,1,42.29,42.29,Electronics,Germany
INV001355,CUST0122,2024-02-03 16:33:00,8,97.92,783.36,Electronics,United Kingdom
INV002619,CUST0007,2024-02-03 19:52:00,1,36.8,36.8,Home & Kitchen,United Kingdom
INV000029,CUST0017,2024-02-04 21:30:00,1,88.61,88.61,Clothing,France
INV001130,CUST0162,2024-02-05 08:56:00,2,5.0,10.0,Home & Kitchen,Spain
INV001294,CUST0005,2024-02-05 12:23:00,1,41.6,41.6,Clothing,United Kingdom
INV001615,CUST0049,2024-02-05 20:20:00,2,103.85,207.7,Clothing,United Kingdom
INV001147,CUST0177,2024-02-05 21:37:00,5,138.82,694.1,Clothing,United Kingdom
INV000816,CUST0062,2024-02-06 00:24:00,1,35.29,35.29,Beauty,United Kingdom
INV001159,CUST0084,2024-02-06 20:07:00,2,46.45,92.9,Home & Kitchen,United Kingdom
INV000862,CUST0225,2024-02-07 02:28:00,1,15.02,15.02,Clothing,United Kingdom
INV002575,CUST0068,2024-02-07 08:39:00,4,106.2,424.8,Sports,United Kingdom
INV002124,CUST0105,2024-02-07 11:01:00,9,228.69,2058.21,Sports,United Kingdom
INV001785,CUST0160,2024-02-07 12:50:00,7,117.46,822.22,Home & Kitchen,Spain
INV000154,CUST0247,2024-02-07 12:59:00,2,84.41,168.82,Clothing,Spain
INV000855,CUST0133,2024-02-07 15:53:00,1,33.32,33.32,Clothing,United Kingdom
INV000491,CUST0145,2024-02-08 05:54:00,3,46.45,139.35,Clothing,United Kingdom
INV002262,CUST0229,2024-02-08 16:19:00,6,146.81,880.86,Home & Kitchen,United Kingdom
INV002225,CUST0193,2024-02-08 16:52:00,11,186.88,2055.68,Home & Kitchen,United Kingdom
INV002558,CUST0137,2024-02-09 03:04:00,2,60.91,121.82,Electronics,Germany
INV000570,CUST0193,2024-02-09 09:58:00,5,216.29,1081.45,Clothing,United Kingdom
INV001898,CUST0027,2024-02-09 11:36:00,1,35.76,35.76,Home & Kitchen,United Kingdom
INV002018,CUST0086,2024-02-09 15:07:00,2,54.78,109.56,Beauty,France
INV002215,CUST0070,2024-02-10 02:32:00,7,283.36,1983.52,Clothing,United Kingdom
INV000067,CUST0191,2024-02-10 11:44:00,2,34.04,68.08,Beauty,United Kingdom
INV001641,CUST0059,2024-02-10 16:21:00,1,25.07,25.07,Beauty,United Kingdom
INV002639,CUST0032,2024-02-10 16:49:00,1,36.96,36.96,Home & Kitchen,Germany
INV002220,CUST0028,2024-02-10 18:47:00,1,80.83,80.83,Clothing,France
INV001815,CUST0240,2024-02-10 22:02:00,1,63.02,63.02,Clothing,Netherlands
INV001625,CUST0171,2024-02-11 07:57:00,6,129.11,774.66,Clothing,United Kingdom
INV001579,CUST0062,2024-02-11 08:36:00,3,66.76,200.28,Sports,United Kingdom
INV000013,CUST0058,2024-02-11 23:43:00,1,44.82,44.82,Clothing,Netherlands
INV001524,CUST0103,2024-02-12 18:32:00,1,68.99,68.99,Home & Kitchen,United Kingdom
INV000731,CUST0216,2024-02-13 02:46:00,1,42.9,42.9,Clothing,United Kingdom
INV001234,CUST0215,2024-02-13 04:05:00,1,179.9,179.9,Clothing,Spain
INV000458,CUST0003,2024-02-13 11:11:00,4,113.07,452.28,Electronics,United Kingdom
INV001145,CUST0088,2024-02-13 12:32:00,3,83.94,251.82,Electronics,United Kingdom
INV002732,CUST0149,2024-02-13 14:52:00,1,77.71,77.71,Home & Kitchen,Germany
INV002728,CUST0108,2024-02-14 00:15:00,3,147.11,441.33,Home & Kitchen,United Kingdom
INV001052,CUST0046,2024-02-14 03:39:00,4,180.47,721.88,Beauty,United Kingdom
INV001199,CUST0220,2024-02-14 23:13:00,4,99.01,396.04,Electronics,United Kingdom
INV002063,CUST0160,2024-02-15 20:02:00,4,146.4,585.6,Electronics,Spain
INV002617,CUST0064,2024-02-16 15:38:00,2,57.25,114.5,Electronics,Germany
INV001264,CUST0055,2024-02-16 15:53:00,5,69.6,348.0,Electronics,United Kingdom
INV001228,CUST0008,2024-02-16 19:27:00,5,118.47,592.35,Electronics,United Kingdom
INV001602,CUST0242,2024-02-16 22:35:00,4,291.8,1167.2,Sports,United Kingdom
INV001283,CUST0047,2024-02-17 03:32:00,2,65.82,131.64,Electronics,France
INV002233,CUST0031,2024-02-17 03:38:00,1,78.15,78.15,Electronics,France
INV001526,CUST0014,2024-02-17 03:49:00,1,41.53,41.53,Sports,United Kingdom
INV001165,CUST0220,2024-02-17 05:40:00,9,61.12,550.08,Electronics,Netherlands
INV002551,CUST0141,2024-02-17 13:37:00,7,246.06,1722.42,Electronics,Germany
INV001316,CUST0224,2024-02-17 17:51:00,1,73.08,73.08,Clothing,United Kingdom
INV002062,CUST0223,2024-02-18 06:56:00,1,21.82,21.82,Sports,United Kingdom
INV000691,CUST0012,2024-02-18 07:10:00,7,292.08,2044.56,Clothing,Netherlands
INV001550,CUST0141,2024-02-18 08:44:00,9,318.35,2865.15,Electronics,United Kingdom
INV000009,CUST0025,2024-02-18 19:20:00,2,113.18,226.36,Sports,United Kingdom
INV001142,CUST0180,2024-02-18 21:45:00,2,51.57,103.14,Electronics,Germany
INV000662,CUST0008,2024-02-19 05:02:00,5,194.46,972.3,Beauty,United Kingdom
INV001459,CUST0189,2024-02-19 09:53:00,3,80.1,240.3,Electronics,Spain
INV001854,CUST0175,2024-02-19 10:05:00,1,61.3,61.3,Electronics,United Kingdom
INV000632,CUST0029,2024-02-19 10:09:00,3,33.02,99.06,Electronics,United Kingdom
INV002297,CUST0012,2024-02-20 03:44:00,5,198.22,991.1,Beauty,France
INV001321,CUST0014,2024-02-20 09:36:00,1,55.89,55.89,Sports,United Kingdom
INV002157,CUST0179,2024-02-20 10:41:00,7,188.74,1321.18,Sports,United Kingdom
INV000598,CUST0151,2024-02-20 13:05:00,8,302.97,2423.76,Beauty,Spain
INV000287,CUST0012,2024-02-20 21:55:00,9,319.5,2875.5,Home & Kitchen,Germany
INV002809,CUST0020,2024-02-21 00:38:00,3,76.76,230.28,Clothing,France
INV002004,CUST0136,2024-02-21 15:10:00,5,70.22,351.1,Electronics,Germany
INV002745,CUST0244,2024-02-22 08:07:00,3,60.81,182.43,Home & Kitchen,United Kingdom
INV002350,CUST0158,2024-02-22 10:21:00,2,123.69,247.38,Sports,United Kingdom
INV000886,CUST0138,2024-02-22 11:52:00,8,100.8,806.4,Beauty,United Kingdom
INV002209,CUST0248,2024-02-22 21:51:00,6,274.95,1649.7,Beauty,United Kingdom
INV001379,CUST0220,2024-02-23 01:34:00,3,69.74,209.22,Electronics,United Kingdom
INV002968,CUST0082,2024-02-23 02:30:00,1,61.79,61.79,Electronics,France
INV002116,CUST0082,2024-02-23 09:11:00,1,75.94,75.94,Clothing,United Kingdom
INV001109,CUST0175,2024-02-23 16:41:00,2,58.23,116.46,Electronics,France
INV001611,CUST0238,2024-02-24 01:15:00,1,60.44,60.44,Clothing,United Kingdom
INV001875,CUST0226,2024-02-24 04:38:00,1,32.31,32.31,Home & Kitchen,United Kingdom
INV000950,CUST0146,2024-02-24 06:31:00,1,27.44,27.44,Beauty,United Kingdom
INV000500,CUST0141,2024-02-24 07:48:00,4,189.34,757.36,Beauty,United Kingdom
INV002486,CUST0025,2024-02-24 10:17:00,1,49.41,49.41,Sports,United Kingdom
INV001649,CUST0237,2024-02-24 12:19:00,4,56.34,225.36,Sports,Germany
INV001601,CUST0158,2024-02-24 15:27:00,5,107.18,535.9,Beauty,United Kingdom
INV000193,CUST0223,2024-02-24 17:59:00,1,36.82,36.82,Beauty,France
INV002414,CUST0054,2024-02-24 18:37:00,2,128.52,257.04,Beauty,Netherlands
INV000315,CUST0028,2024-02-24 21:13:00,3,79.27,237.81,Sports,United Kingdom
INV002028,CUST0225,2024-02-24 23:31:00,1,34.19,34.19,Clothing,United Kingdom
INV001232,CUST0067,2024-02-24 23:57:00,1,57.13,57.13,Home & Kitchen,France
INV000694,CUST0034,2024-02-25 08:00:00,8,137.25,1098.0,Sports,United Kingdom
INV001775,CUST0133,2024-02-25 08:24:00,2,36.92,73.84,Home & Kitchen,Netherlands
INV002355,CUST0136,2024-02-25 11:22:00,1,101.83,101.83,Electronics,Netherlands
INV001630,CUST0063,2024-02-25 14:07:00,4,108.63,434.52,Home & Kitchen,Germany
INV001308,CUST0081,2024-02-25 16:57:00,6,5.0,30.0,Electronics,France
INV000139,CUST0118,2024-02-26 01:14:00,1,43.64,43.64,Electronics,France
INV000559,CUST0145,2024-02-26 01:48:00,2,27.64,55.28,Clothing,United Kingdom
INV001155,CUST0213,2024-02-26 03:06:00,6,100.44,602.64,Beauty,France
INV002549,CUST0047,2024-02-26 13:25:00,4,70.24,280.96,Home & Kitchen,Spain
INV000835,CUST0075,2024-02-27 03:28:00,5,106.96,534.8,Beauty,United Kingdom
INV001552,CUST0161,2024-02-27 10:31:00,5,76.18,380.9,Beauty,Spain
INV001823,CUST0226,2024-02-27 14:17:00,1,82.24,82.24,Electronics,Germany
INV001412,CUST0056,2024-02-27 18:30:00,9,232.72,2094.48,Electronics,United Kingdom
INV001322,CUST0009,2024-02-27 21:29:00,2,65.2,130.4,Electronics,Spain
INV001614,CUST0143,2024-02-28 01:18:00,1,50.5,50.5,Clothing,United Kingdom
INV001347,CUST0100,2024-02-28 22:45:00,1,35.34,35.34,Clothing,France
INV000058,CUST0204,2024-02-28 23:13:00,4,38.03,152.12,Sports,United Kingdom
INV000463,CUST0012,2024-02-29 12:49:00,9,135.14,1216.26,Beauty,United Kingdom
INV002897,CUST0040,2024-03-01 04:11:00,7,76.01,532.07,Home & Kitchen,Germany
INV000681,CUST0210,2024-03-01 04:28:00,2,61.87,123.74,Sports,United Kingdom
INV000854,CUST0044,2024-03-02 09:16:00,8,179.92,1439.36,Clothing,United Kingdom
INV001433,CUST0040,2024-03-02 10:38:00,2,102.68,205.36,Electronics,United Kingdom
INV001309,CUST0202,2024-03-02 23:55:00,1,65.69,65.69,Electronics,United Kingdom
INV000754,CUST0217,2024-03-03 03:42:00,3,73.54,220.62,Clothing,United Kingdom
INV001710,CUST0207,2024-03-03 07:44:00,1,57.34,57.34,Clothing,Spain
INV002218,CUST0089,2024-03-03 08:02:00,6,167.81,1006.86,Clothing,United Kingdom
INV001140,CUST0025,2024-03-03 09:28:00,3,113.16,339.48,Home & Kitchen,United Kingdom
INV001003,CUST0033,2024-03-03 09:34:00,1,55.41,55.41,Beauty,Germany
INV001590,CUST0153,2024-03-03 12:23:00,1,36.58,36.58,Home & Kitchen,Netherlands
INV002050,CUST0172,2024-03-03 16:56:00,1,45.37,45.37,Home & Kitchen,United Kingdom
INV000856,CUST0070,2024-03-04 03:50:00,6,293.29,1759.74,Electronics,Netherlands
INV000275,CUST0099,2024-03-04 05:34:00,1,39.05,39.05,Beauty,United Kingdom
INV001180,CUST0062,2024-03-04 08:08:00,2,86.96,173.92,Beauty,United Kingdom
INV002878,CUST0207,2024-03-05 05:18:00,1,62.89,62.89,Beauty,Germany
INV002923,CUST0086,2024-03-05 10:27:00,1,73.37,73.37,Clothing,United Kingdom
INV002593,CUST0049,2024-03-05 10:33:00,3,86.26,258.78,Sports,United Kingdom
INV002303,CUST0043,2024-03-05 11:44:00,1,49.87,49.87,Beauty,United Kingdom
INV002142,CUST0159,2024-03-05 12:20:00,1,49.61,49.61,Electronics,Germany
INV001886,CUST0119,2024-03-05 23:13:00,4,84.01,336.04,Home & Kitchen,United Kingdom
INV002918,CUST0092,2024-03-06 04:02:00,4,154.27,617.08,Clothing,United Kingdom
INV002842,CUST0173,2024-03-06 23:18:00,1,108.24,108.24,Sports,United Kingdom
INV002583,CUST0089,2024-03-06 23:20:00,1,134.16,134.16,Clothing,Spain
INV000063,CUST0098,2024-03-07 11:34:00,3,67.81,203.43,Beauty,United Kingdom
INV000070,CUST0153,2024-03-07 12:19:00,1,35.65,35.65,Beauty,Germany
INV001873,CUST0215,2024-03-08 00:21:00,3,174.94,524.82,Clothing,United Kingdom
INV002272,CUST0207,2024-03-08 14:41:00,1,43.25,43.25,Sports,United Kingdom
INV000746,CUST0237,2024-03-09 02:42:00,1,88.92,88.92,Home & Kitchen,United Kingdom
INV000988,CUST0111,2024-03-09 11:38:00,3,78.71,236.13,Home & Kitchen,Spain
INV002533,CUST0241,2024-03-09 11:46:00,12,251.54,3018.48,Electronics,United Kingdom
INV001024,CUST0136,2024-03-09 14:01:00,1,71.64,71.64,Clothing,United Kingdom
INV000232,CUST0043,2024-03-09 15:32:00,1,69.57,69.57,Sports,Germany
INV000382,CUST0145,2024-03-09 19:43:00,3,61.28,183.84,Home & Kitchen,United Kingdom
INV002955,CUST0241,2024-03-09 23:02:00,7,183.34,1283.38,Beauty,United Kingdom
INV002604,CUST0143,2024-03-10 04:13:00,2,114.55,229.1,Home & Kitchen,United Kingdom
INV002823,CUST0054,2024-03-10 04:47:00,3,137.73,413.19,Clothing,United Kingdom
INV002372,CUST0048,2024-03-10 05:45:00,1,57.39,57.39,Clothing,United Kingdom
INV002199,CUST0069,2024-03-10 11:20:00,1,32.44,32.44,Home & Kitchen,France
INV001967,CUST0236,2024-03-10 14:57:00,1,129.48,129.48,Clothing,United Kingdom
INV002057,CUST0134,2024-03-10 19:15:00,4,87.42,349.68,Electronics,United Kingdom
INV001251,CUST0078,2024-03-10 20:42:00,3,64.37,193.11,Clothing,United Kingdom
INV001766,CUST0089,2024-03-11 07:00:00,6,116.61,699.66,Electronics,Spain
INV000060,CUST0215,2024-03-12 03:39:00,6,131.41,788.46,Beauty,United Kingdom
INV001203,CUST0166,2024-03-12 13:18:00,5,85.68,428.4,Home & Kitchen,United Kingdom
INV000613,CUST0082,2024-03-12 21:19:00,3,80.98,242.94,Clothing,United Kingdom
INV001265,CUST0176,2024-03-12 22:44:00,1,58.08,58.08,Home & Kitchen,United Kingdom
INV000518,CUST0033,2024-03-13 05:25:00,1,48.57,48.57,Home & Kitchen,Spain
INV002138,CUST0076,2024-03-13 06:45:00,3,181.89,545.67,Home & Kitchen,Germany
INV000137,CUST0096,2024-03-13 14:30:00,3,66.82,200.46,Clothing,Germany
INV002736,CUST0210,2024-03-13 15:23:00,1,42.59,42.59,Clothing,Germany
INV001826,CUST0060,2024-03-13 16:33:00,2,74.43,148.86,Home & Kitchen,Spain
INV000441,CUST0229,2024-03-13 17:20:00,4,189.24,756.96,Electronics,United Kingdom
INV000810,CUST0247,2024-03-13 21:00:00,7,44.12,308.84,Sports,United Kingdom
INV002670,CUST0050,2024-03-14 00:59:00,1,60.61,60.61,Beauty,Germany
INV001119,CUST0035,2024-03-14 06:35:00,14,203.34,2846.76,Clothing,Netherlands
INV000358,CUST0236,2024-03-14 10:18:00,6,118.66,711.96,Clothing,Spain
INV000832,CUST0066,2024-03-14 18:12:00,3,75.13,225.39,Electronics,United Kingdom
INV002333,CUST0129,2024-03-15 05:36:00,2,37.65,75.3,Home & Kitchen,Netherlands
INV001150,CUST0235,2024-03-15 07:42:00,1,69.57,69.57,Electronics,United Kingdom
INV001361,CUST0213,2024-03-15 14:07:00,2,107.48,214.96,Electronics,United Kingdom
INV001909,CUST0101,2024-03-16 01:34:00,1,43.18,43.18,Electronics,United Kingdom
INV000505,CUST0115,2024-03-16 01:49:00,2,70.37,140.74,Electronics,Germany
INV001432,CUST0201,2024-03-16 04:01:00,1,66.89,66.89,Sports,United Kingdom
INV001398,CUST0164,2024-03-16 05:14:00,5,89.52,447.6,Clothing,Germany
INV000334,CUST0151,2024-03-16 06:47:00,6,146.23,877.38,Clothing,United Kingdom
INV000926,CUST0060,2024-03-16 16:33:00,3,84.05,252.15,Electronics,United Kingdom
INV001985,CUST0205,2024-03-16 20:57:00,1,79.48,79.48,Home & Kitchen,United Kingdom
INV000427,CUST0117,2024-03-17 07:28:00,9,180.09,1620.81,Home & Kitchen,Spain
INV000512,CUST0030,2024-03-17 10:26:00,1,12.42,12.42,Sports,United Kingdom
INV000738,CUST0115,2024-03-17 14:01:00,3,82.87,248.61,Sports,France
INV002999,CUST0028,2024-03-17 23:19:00,2,61.36,122.72,Electronics,United Kingdom
INV000857,CUST0154,2024-03-18 03:08:00,3,61.5,184.5,Clothing,Netherlands
INV000848,CUST0079,2024-03-18 06:48:00,3,94.04,282.12,Home & Kitchen,Spain
INV002779,CUST0234,2024-03-18 15:29:00,1,46.31,46.31,Beauty,Spain
INV000444,CUST0147,2024-03-18 17:55:00,3,77.57,232.71,Clothing,Germany
INV000813,CUST0094,2024-03-19 00:03:00,2,97.88,195.76,Electronics,United Kingdom
INV002053,CUST0203,2024-03-19 00:15:00,1,63.73,63.73,Home & Kitchen,France
INV002760,CUST0193,2024-03-19 03:58:00,8,269.57,2156.56,Beauty,Germany
INV001139,CUST0152,2024-03-19 12:43:00,1,35.93,35.93,Electronics,Spain
INV000474,CUST0122,2024-03-19 18:20:00,2,137.69,275.38,Clothing,Germany
INV000355,CUST0009,2024-03-19 18:55:00,2,53.42,106.84,Clothing,Spain
INV000420,CUST0249,2024-03-19 21:25:00,9,129.46,1165.14,Beauty,United Kingdom
INV002789,CUST0216,2024-03-20 00:18:00,1,20.0,20.0,Beauty,United Kingdom
INV002561,CUST0015,2024-03-20 07:43:00,1,64.72,64.72,Beauty,France
INV001848,CUST0218,2024-03-20 16:46:00,6,117.84,707.04,Clothing,United Kingdom
INV002067,CUST0008,2024-03-20 18:49:00,2,99.76,199.52,Clothing,Netherlands
INV002759,CUST0201,2024-03-20 19:11:00,3,82.32,246.96,Clothing,United Kingdom
INV001285,CUST0148,2024-03-20 21:36:00,5,94.87,474.35,Beauty,United Kingdom
INV000266,CUST0249,2024-03-21 00:51:00,6,286.8,1720.8,Clothing,United Kingdom
INV002592,CUST0175,2024-03-21 03:21:00,2,23.62,47.24,Home & Kitchen,United Kingdom
INV000993,CUST0231,2024-03-21 08:36:00,2,79.8,159.6,Home & Kitchen,France
INV001666,CUST0215,2024-03-21 19:18:00,3,93.74,281.22,Electronics,United Kingdom
INV002270,CUST0156,2024-03-21 21:28:00,3,60.81,182.43,Beauty,United Kingdom
INV000041,CUST0099,2024-03-22 01:24:00,1,66.37,66.37,Clothing,United Kingdom
INV000513,CUST0242,2024-03-22 02:34:00,4,269.65,1078.6,Beauty,United Kingdom
INV001621,CUST0250,2024-03-22 03:17:00,8,109.55,876.4,Beauty,United Kingdom
INV000723,CUST0127,2024-03-22 12:39:00,4,143.74,574.96,Home & Kitchen,Netherlands
INV000392,CUST0108,2024-03-22 15:30:00,7,155.22,1086.54,Beauty,United Kingdom
INV001075,CUST0127,2024-03-23 04:05:00,2,134.75,269.5,Clothing,United Kingdom
INV000400,CUST0126,2024-03-23 15:50:00,4,64.0,256.0,Clothing,Spain
INV002468,CUST0176,2024-03-23 20:29:00,1,48.44,48.44,Beauty,United Kingdom
INV001764,CUST0107,2024-03-24 04:48:00,3,77.77,233.31,Clothing,United Kingdom
INV001849,CUST0120,2024-03-24 07:38:00,3,60.34,181.02,Clothing,United Kingdom
INV000069,CUST0051,2024-03-24 12:48:00,6,191.67,1150.02,Home & Kitchen,United Kingdom
INV001632,CUST0088,2024-03-24 21:31:00,8,121.19,969.52,Electronics,United Kingdom
INV002743,CUST0204,2024-03-25 06:32:00,5,151.37,756.85,Clothing,France
INV002363,CUST0046,2024-03-25 07:53:00,1,126.16,126.16,Clothing,United Kingdom
INV001230,CUST0057,2024-03-25 10:29:00,1,29.43,29.43,Clothing,Spain
INV000695,CUST0177,2024-03-25 10:40:00,5,84.73,423.65,Beauty,Germany
INV000346,CUST0133,2024-03-25 11:05:00,1,50.65,50.65,Beauty,United Kingdom
INV000702,CUST0249,2024-03-25 16:31:00,5,375.04,1875.2,Home & Kitchen,Spain
INV001132,CUST0017,2024-03-25 18:08:00,2,70.44,140.88,Electronics,United Kingdom
INV000148,CUST0231,2024-03-26 11:12:00,2,136.87,273.74,Clothing,Germany
INV000317,CUST0223,2024-03-27 20:39:00,1,41.83,41.83,Electronics,United Kingdom
INV001040,CUST0027,2024-03-28 16:38:00,1,45.73,45.73,Electronics,United Kingdom
INV001628,CUST0039,2024-03-28 18:41:00,5,149.35,746.75,Home & Kitchen,United Kingdom
INV001148,CUST0029,2024-03-29 01:13:00,3,82.47,247.41,Home & Kitchen,Spain
INV000550,CUST0003,2024-03-29 21:54:00,5,124.92,624.6,Beauty,United Kingdom
INV001939,CUST0145,2024-03-29 23:33:00,6,83.78,502.68,Clothing,Netherlands
INV000533,CUST0177,2024-03-30 03:19:00,5,144.86,724.3,Clothing,France
INV001773,CUST0188,2024-03-30 03:27:00,3,22.2,66.6,Electronics,United Kingdom
INV000222,CUST0189,2024-03-30 07:12:00,4,80.32,321.28,Electronics,United Kingdom
INV002278,CUST0078,2024-03-30 12:19:00,1,37.85,37.85,Electronics,Netherlands
INV002453,CUST0156,2024-03-30 16:27:00,1,52.42,52.42,Beauty,United Kingdom
INV001499,CUST0213,2024-03-30 16:34:00,3,88.33,264.99,Clothing,France
INV002484,CUST0124,2024-03-31 05:02:00,2,46.18,92.36,Home & Kitchen,France
INV000519,CUST0118,2024-03-31 07:32:00,1,60.84,60.84,Electronics,France
INV000806,CUST0150,2024-03-31 08:25:00,4,75.15,300.6,Sports,France
INV001720,CUST0038,2024-03-31 09:33:00,1,42.13,42.13,Electronics,United Kingdom
INV002651,CUST0097,2024-03-31 12:23:00,4,101.98,407.92,Sports,Spain
INV000809,CUST0070,2024-03-31 12:54:00,7,250.51,1753.57,Sports,United Kingdom
INV001430,CUST0245,2024-03-31 14:14:00,1,29.58,29.58,Electronics,Germany
INV001538,CUST0218,2024-03-31 14:44:00,3,165.81,497.43,Clothing,United Kingdom
INV001600,CUST0120,2024-03-31 15:02:00,3,81.02,243.06,Beauty,United Kingdom
INV002322,CUST0126,2024-03-31 18:04:00,5,68.29,341.45,Clothing,United Kingdom
INV001844,CUST0138,2024-03-31 23:49:00,2,143.96,287.92,Beauty,Netherlands
INV001800,CUST0224,2024-04-01 09:20:00,2,96.57,193.14,Electronics,France
INV001829,CUST0037,2024-04-01 12:08:00,1,97.27,97.27,Electronics,Netherlands
INV001378,CUST0213,2024-04-01 13:54:00,5,145.45,727.25,Clothing,United Kingdom
INV001948,CUST0199,2024-04-02 00:01:00,1,89.49,89.49,Beauty,United Kingdom
INV000530,CUST0086,2024-04-02 02:23:00,1,56.27,56.27,Home & Kitchen,United Kingdom
INV000223,CUST0179,2024-04-02 02:44:00,7,269.95,1889.65,Home & Kitchen,United Kingdom
INV000284,CUST0190,2024-04-02 05:17:00,3,38.29,114.87,Beauty,United Kingdom
INV002104,CUST0055,2024-04-02 18:56:00,3,71.97,215.91,Clothing,Germany
INV001610,CUST0181,2024-04-02 19:13:00,3,64.61,193.83,Clothing,United Kingdom
INV002855,CUST0060,2024-04-02 23:45:00,4,51.6,206.4,Beauty,Netherlands
INV002756,CUST0002,2024-04-03 06:01:00,12,274.44,3293.28,Clothing,United Kingdom
INV002543,CUST0054,2024-04-03 19:17:00,3,175.58,526.74,Beauty,United Kingdom
INV000409,CUST0220,2024-04-03 19:28:00,3,87.64,262.92,Electronics,United Kingdom
INV001374,CUST0138,2024-04-03 21:02:00,3,53.05,159.15,Home & Kitchen,United Kingdom
INV001784,CUST0138,2024-04-04 08:46:00,11,86.68,953.48,Clothing,France
INV000264,CUST0217,2024-04-04 08:52:00,1,62.72,62.72,Beauty,Spain
INV001608,CUST0176,2024-04-04 12:21:00,3,30.86,92.58,Beauty,France
INV002479,CUST0107,2024-04-04 15:51:00,2,49.11,98.22,Clothing,France
INV002517,CUST0077,2024-04-05 15:22:00,4,83.28,333.12,Beauty,United Kingdom
INV000457,CUST0118,2024-04-05 22:58:00,3,60.79,182.37,Electronics,Spain
INV000545,CUST0209,2024-04-06 00:27:00,1,35.73,35.73,Beauty,Spain
INV001931,CUST0015,2024-04-06 01:25:00,1,19.31,19.31,Beauty,United Kingdom
INV002719,CUST0023,2024-04-06 06:13:00,4,31.73,126.92,Clothing,United Kingdom
INV002931,CUST0230,2024-04-06 12:39:00,1,54.6,54.6,Electronics,United Kingdom
INV002153,CUST0188,2024-04-06 13:24:00,3,74.97,224.91,Clothing,United Kingdom
INV000758,CUST0202,2024-04-06 15:10:00,1,48.63,48.63,Home & Kitchen,France
INV002708,CUST0144,2024-04-06 17:35:00,3,104.59,313.77,Electronics,France
INV000995,CUST0164,2024-04-06 18:13:00,1,49.92,49.92,Electronics,Germany
INV001837,CUST0068,2024-04-07 00:09:00,7,169.9,1189.3,Electronics,United Kingdom
INV000364,CUST0168,2024-04-07 00:20:00,3,30.22,90.66,Clothing,United Kingdom
INV002822,CUST0080,2024-04-07 02:49:00,1,55.58,55.58,Clothing,Netherlands
INV002293,CUST0161,2024-04-07 04:44:00,2,62.33,124.66,Beauty,France
INV002683,CUST0102,2024-04-07 08:04:00,1,92.43,92.43,Electronics,United Kingdom
INV002343,CUST0034,2024-04-07 13:08:00,8,298.98,2391.84,Clothing,Germany
INV001410,CUST0150,2024-04-07 17:24:00,1,84.24,84.24,Clothing,France
INV000865,CUST0140,2024-04-08 07:23:00,8,185.69,1485.52,Clothing,Spain
INV000909,CUST0062,2024-04-08 09:53:00,2,33.14,66.28,Sports,Germany
INV001713,CUST0005,2024-04-08 12:57:00,1,35.55,35.55,Sports,United Kingdom
INV001698,CUST0184,2024-04-08 15:03:00,4,124.42,497.68,Beauty,Germany
INV002193,CUST0172,2024-04-08 20:00:00,1,46.61,46.61,Beauty,Germany
INV001988,CUST0021,2024-04-09 11:35:00,3,61.36,184.08,Electronics,United Kingdom
INV001196,CUST0242,2024-04-09 15:21:00,5,166.64,833.2,Beauty,Netherlands
INV001653,CUST0226,2024-04-09 16:54:00,1,43.97,43.97,Sports,Netherlands
INV000101,CUST0094,2024-04-09 18:52:00,2,25.15,50.3,Beauty,United Kingdom
INV001183,CUST0029,2024-04-09 20:37:00,1,64.58,64.58,Beauty,United Kingdom
INV002457,CUST0153,2024-04-09 21:53:00,1,67.59,67.59,Beauty,United Kingdom
INV000012,CUST0054,2024-04-10 01:28:00,6,177.86,1067.16,Beauty,United Kingdom
INV001335,CUST0186,2024-04-10 23:22:00,2,137.25,274.5,Home & Kitchen,Germany
INV000252,CUST0115,2024-04-11 19:14:00,4,40.58,162.32,Sports,United Kingdom
INV001670,CUST0020,2024-04-11 23:32:00,1,58.27,58.27,Clothing,Netherlands
INV002720,CUST0092,2024-04-12 00:15:00,3,80.83,242.49,Clothing,Netherlands
INV000575,CUST0092,2024-04-12 04:23:00,3,130.42,391.26,Beauty,France
INV002389,CUST0073,2024-04-12 12:35:00,3,33.51,100.53,Clothing,Spain
INV000831,CUST0006,2024-04-12 13:35:00,1,34.62,34.62,Sports,Germany
INV000472,CUST0117,2024-04-12 19:18:00,3,137.27,411.81,Clothing,France
