Date,Gender,Age,Product,Product Category,Quantity,Price per Unit,Total Amount
2024-08-24,Male,27,Cookware Set,Home & Kitchen,3,83.65,250.95
2024-08-25,Female,56,Headphones,Electronics,2,1135.15,2270.3
2024-08-25,Female,30,Cookware Set,Home & Kitchen,5,440.15,2200.75
2024-08-26,Male,48,Smartwatch,Electronics,2,597.3,1194.6
2024-08-27,Male,24,Blender,Home & Kitchen,5,493.33,2466.65
2024-08-28,Female,59,Shoes,Clothing,4,20.04,80.16
2024-08-28,Male,59,Coffee Maker,Home & Kitchen,5,318.57,1592.85
2024-08-29,Male,53,Dumbbells,Sports,2,223.42,446.84
2024-08-30,Male,37,Smartphone,Electronics,4,603.19,2412.76
2024-08-30,Male,21,T-Shirt,Clothing,1,111.3,111.3
2024-08-31,Male,24,Tennis Racket,Sports,3,170.28,510.84
2024-09-01,Female,18,Jeans,Clothing,2,115.44,230.88
2024-09-02,Male,61,Cookware Set,Home & Kitchen,2,373.33,746.66
2024-09-02,Female,62,Face Cream,Beauty,2,33.01,66.02
2024-09-03,Male,59,Dress,Clothing,4,65.46,261.84
2024-09-04,Female,64,Shoes,Clothing,1,61.52,61.52
2024-09-05,Female,30,Tablet,Electronics,5,388.72,1943.6
2024-09-05,Male,39,Lamp,Home & Kitchen,1,276.87,276.87
2024-09-06,Female,38,Jeans,Clothing,4,45.58,182.32
2024-09-07,Male,39,Face Cream,Beauty,2,157.59,315.18
2024-09-08,Female,45,Jacket,Clothing,3,88.39,265.17
2024-09-08,Male,26,Lipstick,Beauty,2,37.63,75.26
2024-09-09,Male,43,Lamp,Home & Kitchen,5,347.54,1737.7
2024-09-10,Male,26,Running Shoes,Sports,3,32.57,97.71
2024-09-10,Female,32,Shoes,Clothing,2,162.59,325.18
2024-09-11,Female,27,Lamp,Home & Kitchen,3,358.15,1074.45
2024-09-12,Female,41,Coffee Maker,Home & Kitchen,1,131.01,131.01
2024-09-13,Male,59,Shampoo,Beauty,4,17.13,68.52
2024-09-13,Female,25,Running Shoes,Sports,2,140.0,280.0
2024-09-14,Male,41,Laptop,Electronics,5,208.45,1042.25
2024-09-15,Female,33,Headphones,Electronics,1,228.13,228.13
2024-09-16,Male,43,Lamp,Home & Kitchen,2,149.5,299.0
2024-09-16,Male,44,Jacket,Clothing,1,87.96,87.96
2024-09-17,Male,54,Cookware Set,Home & Kitchen,5,279.09,1395.45
2024-09-18,Male,21,Football,Sports,2,243.87,487.74
2024-09-18,Female,41,Smartphone,Electronics,5,752.05,3760.25
2024-09-19,Male,36,Dumbbells,Sports,3,68.96,206.88
2024-09-20,Female,53,Shoes,Clothing,5,59.58,297.9
2024-09-21,Male,56,Skincare Set,Beauty,3,159.39,478.17
2024-09-21,Female,27,Face Cream,Beauty,2,104.92,209.84
2024-09-22,Male,42,Football,Sports,3,307.08,921.24
2024-09-23,Male,35,Smartwatch,Electronics,2,508.7,1017.4
2024-09-24,Female,36,T-Shirt,Clothing,2,161.31,322.62
2024-09-24,Male,53,Skincare Set,Beauty,4,99.02,396.08
2024-09-25,Male,27,Cookware Set,Home & Kitchen,2,179.99,359.98
2024-09-26,Female,50,Face Cream,Beauty,3,89.89,269.67
2024-09-27,Female,22,Tablet,Electronics,4,652.74,2610.96
2024-09-27,Male,64,Jeans,Clothing,4,66.18,264.72
2024-09-28,Male,52,Shoes,Clothing,2,92.45,184.9
2024-09-29,Female,61,Blender,Home & Kitchen,5,401.96,2009.8
2024-09-29,Male,51,Jacket,Clothing,5,230.63,1153.15
2024-09-30,Male,50,Tablet,Electronics,4,495.77,1983.08
2024-10-01,Male,38,Running Shoes,Sports,2,121.3,242.6
2024-10-02,Female,34,Smartwatch,Electronics,5,314.72,1573.6
2024-10-02,Female,39,Tennis Racket,Sports,2,243.9,487.8
2024-10-03,Male,65,Lipstick,Beauty,2,64.93,129.86
2024-10-04,Male,54,Coffee Maker,Home & Kitchen,4,494.24,1976.96
2024-10-05,Male,32,T-Shirt,Clothing,4,94.91,379.64
2024-10-05,Female,52,Smartwatch,Electronics,1,533.55,533.55
2024-10-06,Male,45,Vacuum Cleaner,Home & Kitchen,5,313.57,1567.85
2024-10-07,Male,24,Cookware Set,Home & Kitchen,5,406.79,2033.95
2024-10-07,Female,49,Blender,Home & Kitchen,5,250.67,1253.35
2024-10-08,Male,28,Headphones,Electronics,3,564.92,1694.76
2024-10-09,Female,27,Vacuum Cleaner,Home & Kitchen,2,497.95,995.9
2024-10-10,Male,26,Cookware Set,Home & Kitchen,4,34.93,139.72
2024-10-10,Male,31,Shampoo,Beauty,5,162.16,810.8
2024-10-11,Male,30,Cookware Set,Home & Kitchen,1,100.1,100.1
2024-10-12,Female,42,Vacuum Cleaner,Home & Kitchen,5,399.38,1996.9
2024-10-13,Female,19,Face Cream,Beauty,2,115.05,230.1
2024-10-13,Female,52,Laptop,Electronics,2,476.03,952.06
2024-10-14,Male,24,Shoes,Clothing,4,220.99,883.96
2024-10-15,Female,38,Laptop,Electronics,3,114.2,342.6
2024-10-16,Male,35,Dress,Clothing,4,72.14,288.56
2024-10-16,Male,20,Dress,Clothing,5,150.39,751.95
2024-10-17,Female,59,Headphones,Electronics,1,486.7,486.7
2024-10-18,Male,56,Jacket,Clothing,4,160.39,641.56
2024-10-18,Male,58,Smartphone,Electronics,3,126.52,379.56
2024-10-19,Male,28,Vacuum Cleaner,Home & Kitchen,4,84.74,338.96
2024-10-20,Male,56,Running Shoes,Sports,2,61.94,123.88
2024-10-21,Male,41,Laptop,Electronics,5,308.21,1541.05
2024-10-21,Female,63,Dumbbells,Sports,5,171.58,857.9
2024-10-22,Male,36,Skincare Set,Beauty,5,137.86,689.3
2024-10-23,Female,21,Shoes,Clothing,5,228.27,1141.35
2024-10-24,Female,43,Headphones,Electronics,5,1018.91,5094.55
2024-10-24,Male,55,Perfume,Beauty,5,43.47,217.35
2024-10-25,Male,59,Cookware Set,Home & Kitchen,1,237.34,237.34
2024-10-26,Male,49,Cookware Set,Home & Kitchen,3,123.72,371.16
2024-10-26,Female,56,Laptop,Electronics,5,390.92,1954.6
2024-10-27,Male,62,Smartwatch,Electronics,3,653.9,1961.7
2024-10-28,Female,63,Jacket,Clothing,5,35.67,178.35
2024-10-29,Male,53,Jeans,Clothing,4,70.18,280.72
2024-10-29,Female,57,Jeans,Clothing,5,235.14,1175.7
2024-10-30,Male,54,T-Shirt,Clothing,2,127.21,254.42
2024-10-31,Male,50,Blender,Home & Kitchen,1,239.33,239.33
2024-11-01,Female,53,Running Shoes,Sports,4,24.81,99.24
2024-11-01,Female,20,Jacket,Clothing,4,76.9,307.6
2024-11-02,Male,26,Tennis Racket,Sports,2,305.88,611.76
2024-11-03,Female,25,T-Shirt,Clothing,5,57.86,289.3
2024-11-04,Female,50,Dress,Clothing,1,115.48,115.48
2024-11-04,Female,23,Shoes,Clothing,4,23.3,93.2
2024-11-05,Female,58,Face Cream,Beauty,1,91.32,91.32
2024-11-06,Male,56,Yoga Mat,Sports,4,26.94,107.76
2024-11-06,Male,21,Face Cream,Beauty,5,149.33,746.65
2024-11-07,Male,30,Jacket,Clothing,4,209.72,838.88
2024-11-08,Female,19,Shampoo,Beauty,4,143.92,575.68
2024-11-09,Female,22,Laptop,Electronics,3,411.7,1235.1
2024-11-09,Male,61,Tennis Racket,Sports,5,296.29,1481.45
2024-11-10,Male,44,Shampoo,Beauty,2,102.31,204.62
2024-11-11,Female,49,Shoes,Clothing,2,105.98,211.96
2024-11-12,Female,38,Skincare Set,Beauty,5,116.31,581.55
2024-11-12,Female,25,Face Cream,Beauty,2,12.1,24.2
2024-11-13,Male,55,Smartwatch,Electronics,5,257.26,1286.3
2024-11-14,Male,25,Shampoo,Beauty,2,136.19,272.38
2024-11-14,Male,20,T-Shirt,Clothing,3,76.16,228.48
2024-11-15,Female,61,Coffee Maker,Home & Kitchen,2,311.06,622.12
2024-11-16,Male,20,Blender,Home & Kitchen,4,211.0,844.0
2024-11-17,Female,39,Vacuum Cleaner,Home & Kitchen,5,431.76,2158.8
2024-11-17,Male,23,Face Cream,Beauty,1,171.91,171.91
2024-11-18,Female,19,Face Cream,Beauty,1,160.21,160.21
2024-11-19,Female,40,Headphones,Electronics,5,397.68,1988.4
2024-11-20,Female,61,Vacuum Cleaner,Home & Kitchen,3,121.26,363.78
2024-11-20,Male,19,Shoes,Clothing,2,129.12,258.24
2024-11-21,Male,55,Jeans,Clothing,3,21.69,65.07
2024-11-22,Male,34,T-Shirt,Clothing,1,25.94,25.94
2024-11-23,Female,52,Headphones,Electronics,5,708.62,3543.1
2024-11-23,Female,51,Face Cream,Beauty,5,98.48,492.4
2024-11-24,Female,40,Tablet,Electronics,3,1194.04,3582.12
2024-11-25,Female,47,Cookware Set,Home & Kitchen,3,124.87,374.61
2024-11-25,Female,25,Jeans,Clothing,2,79.36,158.72
2024-11-26,Male,39,Headphones,Electronics,4,224.89,899.56
2024-11-27,Female,61,Perfume,Beauty,4,165.98,663.92
2024-11-28,Male,53,Tablet,Electronics,2,955.59,1911.18
2024-11-28,Male,22,Jacket,Clothing,4,209.14,836.56
2024-11-29,Female,30,Coffee Maker,Home & Kitchen,1,454.3,454.3
2024-11-30,Male,46,Smartwatch,Electronics,4,677.39,2709.56
2024-12-01,Male,48,Lamp,Home & Kitchen,2,242.06,484.12
2024-12-01,Female,64,Tablet,Electronics,4,463.43,1853.72
2024-12-02,Male,33,Jacket,Clothing,5,155.52,777.6
2024-12-03,Female,59,Vacuum Cleaner,Home & Kitchen,3,243.51,730.53
2024-12-03,Male,47,Jeans,Clothing,1,123.86,123.86
2024-12-04,Male,33,Headphones,Electronics,5,1130.62,5653.1
2024-12-05,Male,29,Dress,Clothing,5,246.33,1231.65
2024-12-06,Male,34,Jacket,Clothing,2,203.19,406.38
2024-12-06,Female,33,Lamp,Home & Kitchen,3,385.68,1157.04
2024-12-07,Male,29,Dress,Clothing,3,176.53,529.59
2024-12-08,Female,25,Vacuum Cleaner,Home & Kitchen,1,108.06,108.06
2024-12-09,Male,37,Football,Sports,2,39.5,79.0
2024-12-09,Female,20,Jacket,Clothing,1,178.87,178.87
2024-12-10,Female,33,Dumbbells,Sports,4,260.5,1042.0
2024-12-11,Female,47,Jacket,Clothing,5,30.8,154.0
2024-12-12,Male,62,Running Shoes,Sports,1,326.26,326.26
2024-12-12,Male,40,Tablet,Electronics,5,200.25,1001.25
2024-12-13,Male,45,Lipstick,Beauty,2,58.6,117.2
2024-12-14,Female,57,Jacket,Clothing,4,174.65,698.6
2024-12-14,Male,22,Shoes,Clothing,2,59.07,118.14
2024-12-15,Female,37,Face Cream,Beauty,4,19.42,77.68
2024-12-16,Female,57,Lamp,Home & Kitchen,4,185.64,742.56
2024-12-17,Male,61,Laptop,Electronics,5,942.57,4712.85
2024-12-17,Female,18,Smartphone,Electronics,2,555.05,1110.1
2024-12-18,Male,47,Coffee Maker,Home & Kitchen,2,336.9,673.8
2024-12-19,Male,38,Lipstick,Beauty,1,108.54,108.54
2024-12-20,Female,37,Yoga Mat,Sports,2,27.33,54.66
2024-12-20,Female,23,Lamp,Home & Kitchen,1,494.61,494.61
2024-12-21,Female,39,Running Shoes,Sports,3,33.67,101.01
2024-12-22,Male,35,Vacuum Cleaner,Home & Kitchen,3,484.87,1454.61
2024-12-22,Male,25,Dress,Clothing,3,146.47,439.41
2024-12-23,Female,56,Tablet,Electronics,2,1159.47,2318.94
2024-12-24,Female,49,Cookware Set,Home & Kitchen,2,83.93,167.86
2024-12-25,Female,50,Lipstick,Beauty,1,93.37,93.37
2024-12-25,Male,33,Smartphone,Electronics,4,286.45,1145.8
2024-12-26,Female,29,Shoes,Clothing,1,31.72,31.72
2024-12-27,Male,55,Tennis Racket,Sports,3,223.78,671.34
2024-12-28,Male,51,Face Cream,Beauty,1,45.32,45.32
2024-12-28,Female,31,Jacket,Clothing,4,155.17,620.68
2024-12-29,Male,53,Jacket,Clothing,2,45.84,91.68
2024-12-30,Female,50,Laptop,Electronics,1,465.19,465.19
2024-12-31,Male,40,Jeans,Clothing,3,199.78,599.34
